all_authors,year_published,title,publisher,volume,document_link,date_uploaded,abstract,keywords,pdf_path,cleaned,start,end
"Nigmatulin, R. I., Taleyarkhan, R. P., Lahey, R. T.",2004,Evidence for nuclear emissions during acoustic cavitation revisited,Proc. Inst. Mech. Eng. Part A J. Power Eng.,218,,,,Cavitation,,,,
"Nigmatulin, R. I., Akhatov, I., Topolnikov, A., Bolotnova, R., Vakhitova, N., Lahey, R. T., Taleyarkhan, R. P.",2005,Theory of supercompression of vapor bubbles and nanoscale thermonuclear fusion,Phys. Fluids,17,,,,Sonofusion,,,,
"Nikitin, A. N., Gutzeva, G. Z., Leferd, G. A., Cheshyk, I. A., Okumoto, S., Sihintani, M., Higa, T.",2019,Influence of Effective Microorganisms on the Activity of 137Cs in the Soil Contaminated due to the Accident on the Chernobyl NPP,J. Condensed Matter Nucl. Sci.,29,http://lenr-canr.org/acrobat/BiberianJPjcondensedzb.pdf#page=239,2020-07-30,"Microbiological soil improvers have a potential as a tool for regulation transfer of induced radioisotopes and other pollutants into crops. During the development of a method using effective microorganisms (EM) to reduce the soil-to-plant transfer of 137Cs on land contaminated with radioactive cesium, an unexpected effect of EM on the reduction of the 137Cs activity in soil samples was observed. Laboratory experiments were then conducted to evaluate the impact of EM and fermented organic fertilizer (EM Bokashi) on the 137Cs activity in soil samples to investigate this observation. The experimental results indicate an increase in the 137Cs decay rate of up to 4 times the usual decay rate corresponding to the half-life of 137Cs, which is 30.17 years. Our results suggest that EM accelerates the radioactive decay of 137Cs in soil.","Cesium-137, Effective microorganisms, Radioactive decay, Radioactive isotopes, Soil",3132_BiberianJPjcondensedzb.pdf,,239.0,246.0
"Nimtz, G., Marquardt, P.",1990,A proposal for a lukewarm nuclear fusion,Fusion Technol.,18,,,,theory,,,,
"Nishimiya, N., Kishi, T., Mizushima, T., Matsumoto, A., Tsutsumi, K.",2001,Hyperstoichiometric Hydrogen Occlusion by Palladium Nanoparticles Included in NaY Zeolite,J. Alloys and Compounds,319,,,,"Pd, PdH, composition, nanoparticles, PdH2",,,,
"Nishizawa, K.",1990,Radiation Protection Aspects of cold fusion,Hoken Butsuri,25,,,,health,,,,
"Nishizawa, K.",1991,Neutron measurements in cold fusion,Hoshasen,17,,,,"neutron, D2, Pd, gas discharge, ion bombardment",,,,
"Noble, G., Dash, J., McNasser, L.",1995,Electrolysis of Heavy Water with a Palladium and Sulfate Composite,5th International Conference on Cold Fusion,1,http://lenr-canr.org/acrobat/PonsSproceeding.pdf#page=153,2018-11-26,"It appears excess heat can be produced during the electrolysis of heavy water with a palladium and sulfate composite. Experiments seem to show that when this com p osite is coated on Platinum , and used as a cathode, excess heat similar to that generated with solid Pd results.","electrolysis, D2O, Pd, heat+, coating, Pt, layer, ICCF-5",3137_PonsSproceeding.pdf,,153.0,156.0
"Nohmi, T., Sasaki, Y., Yamaguchi, T., Taniike, A., Kitamura, A., Takahashi, A., Seto, R., Fujita, Y.",2008,Basic Research On Condensed Matter Nuclear Reaction Using Pd Powders Charged With High Density Deuterium,ICCF-14 International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/NohmiTbasicresea.pdf,2010-09-07,"We have constructed an experimental system to replicate the phenomenon of heat and 4He generation by D2  gas absorption in nano-sized Pd powders reported by Arata, and to investigate the underlying physics. We performed calorimetry during D2  or H2 absorption with micronized powders of Si, Pd and Pd-black. With D2 , after the palladium deuteride formed, the cell produced 8.3 ?4.5 kJ (or 2.6 ?1.4 kJ/g), which is somewhat larger than the systematic error of 4.0 kJ estimated from an H2 blank.","heat, nanoparticles",3138_NohmiTbasicresea.pdf,,,
"Nomura, K., Akiba, E.",1994,Trial of nuclear fusion,Busshitsu Kogaku Gijutsu Kenkyusho Hokoku,2,,,,"D2, titanium Pd, LaNi5 Mg2Ni, neutron, Pd Ti",,,,
none,1999,New Physics' finds a haven at the patent office,Science,284,,,,"history, patent",,,,
"Noninski, V. C., Noninski, C. I.",1991,Determination of the excess energy obtained during the electrolysis of heavy water,Fusion Technol.,19,,,,"heat+, Pd, electrolysis, D2O",,,,
"Noninski, V. C., Noninski, C. I.",1991,"Comments on 'measurement and analysis of neutron and gamma-ray emission rates, other fusion products, and power in electrochemical cells having palladium cathodes'",Fusion Technol.,19,,,,"critique, Albagli, heat",,,,
"Noninski, V. C.",1992,Excess heat during the electrolysis of a light water solution of K2CO3 with a nickel cathode,Fusion Technol.,21,,,,"heat+, Ni, H2O, critique Mills",,,,
"Noninski, V. C., Noninski, C. I.",1993,Notes on two papers claiming no evidence for the existence of excess energy during the electrolysis of 0.1M LiOD/D2O with palladium cathodes,Fusion Technol.,23,http://lenr-canr.org/acrobat/NoninskiVCnotesontwo.pdf,2012-05-14,"A problem popularly known as ""cold fusion"" was brought, although in an unusual way, to the attention of the scientific community. Although much discussion was (and is still) devoted to whether this effect is connected with any known nuclear reactions, the latter being widely questioned, there is no doubt that the general interest in the problem was provoked by the claim of the possibility of producing excess energy, i.e., energy surmounting the energy breakeven value. Unlike the clearly negative indications so far in terms of known nuclear processes taking place, however, careful analysis reveals that the claims in the principal negative papers published so far with respect to the existence of excess energy are in disagreement with the raw experimental data whenever such is presented in those papers. This is very surprising indeed in view of the wide publicity these negative results have been given. An example of an improper analysis of their own experimental data by the authors is Ref. 1, which we have already discussed. Other examples of inappropriate method and improper interpretation of their own experimental data are Refs. 3 and 4.","critique, Lewis, Albagli, heat, MIT",3144_NoninskiVCnotesontwo.pdf,,,
"Noninski, V. C., Ciottone, J. L., White, P. J.",1995,Experiments on a possible gamma-ray emission caused by a chemical process,J. Sci. Expl.,9,,,,"transmutation, gamma emission, chemical",,,,
"Noninski, V. C., Ciottone, J. L., White, P. J.",1995,Experiments on claimed beta-particle emission decay,J. Sci. Expl.,9,,,,"transmutation, critique, Lin",,,,
"Noninski, V. C., Ciottone, J. L., White, P. J.",1996,Experiments on claimed transmutation of elements caused by a chemical process,J. Sci. Expl.,10,,,,"transmutation, chemical",,,,
"Noninski, V. C., Ciottone, J. L., White, P. J.",1997,On an experimental curiosity that if undetected may lead to erroneous far-reaching conclusions,Fusion Technol.,31,,,,"critique, transmutation, chemical",,,,
"Norberg, R. E.",1952,Nuclear Magnetic Resonance of Hydrogen Absorbed into Palladium Wire,Phys. Rev.,86,,,,"NMR, Pd,",,,,
"Norberg, R. E.",1952,Nuclear magnetic resonance of hydrogen absorbed into palladium wires,Phys. Rev.,86,,,,"Pd, H2, NMR",,,,
"Nordemann, D. J. R.",1989,Cold fusion and geophysics: the current situation,Mineracao Metalurgia,53,,,,"review, critique",,,,
"Nordlander, P., Noerskov, J. K., Besenbacher, F., Myers, S. M.",1989,Multiple deuterium occupancy of vacancies in Pd and related metals,Phys. Rev. B: Mater. Phys.,40,,,,"Pd, H, D, vacancy, theory, structure, PdD, distance",,,,
"Notoya, R., Enyo, M.",1992,Excess Heat Production in Electrolysis of Potassium Carbonate Solution with Nickel Electrodes,"Third International Conference on Cold Fusion, ""Frontiers of Cold Fusion""",1,http://lenr-canr.org/acrobat/IkegamiHthirdintera.pdf#page=161,2018-12-04,"With the aim of realizing potassium proton cold fusion, the electrolysis of light water solution of potassium carbonate was carried out by means of porous nickel cathode. The cell was called by a constant rate airstream and maintained at 20?C during all the electrolysis. Typical results indicated that the excess heat production rate was proportional to the input power in the range of measurements (up to 2 W) and the excess heat observed was 3 to 4 times greater than the input power, after correction for the thermo-neutral potential.After the electrolysis, the calcium ion concentration in the electrolyte was measured by flame photo spectrometry and the increase of calcium concentration in the electrolytes due to the electrolysis was found to be 3.2 to 4.4 ppm. These amounts are comparable to the amounts of excess heat calculated within the same order of magnitude.","transmutation, K2CaO3, Ni, H2O heat electrolysis K, ICCF-3",3153_IkegamiHthirdintera.pdf,,161.0,166.0
"Notoya, R.",1993,Alkali-Hydrogen Cold Fusion Accompanied by Tritium Production on Nickel,Fourth International Conference on Cold Fusion,3,,,,"Ni, H2O, tritium, overvoltage, ICCF-4 electrolysis",,,,
"Notoya, R.",1993,Cold fusion by electrolysis in a light water-potassium carbonate solution with a nickel electrode,Fusion Technol.,24,,,,"Ni, H2O, transmutation, Ca, heat+",,,,
"Notoya, R.",1993,Current status of cold fusion research,Genshiryoku Kogyo,39,,,,review,,,,
"Notoya, R., Noya, Y., Ohnishi, T.",1994,Tritium generation and large excess heat evolution by electrolysis in light and heavy water-potassium carbonate solutions with nickel electrodes,Fusion Technol.,26,,,,"tritium, Ni, D2O, H2O, heat+, transmutation, Ca",,,,
"Notoya, R.",1995,Nuclear Products of Cold Fusion Caused by Electrolysis in Alkali Metallic Ions Solutions,5th International Conference on Cold Fusion,1,http://lenr-canr.org/acrobat/PonsSproceedinga.pdf#page=338,2018-11-20,"It was confirmed experimentally that some nuclei products of cold fusion were generated during electrolysis by use of cathodes of poorest nickel and platinum eyes platinum in light (usual) water solutions of all alkali metallic ions investigated. He also reported in the previous work that 4 ppm of calcium was detected in the electrolyte of potassium carbonate light water solution by flame photospectroscopy. The gamma ray measurement revealed the formation of 24Na during electrolysis in sodium carbonate solution. ICP mass spectra of an electrolyte of cesium sulfate solution showed several peaks of the various nuclear products in the region from 132 to 140 amu. In all electrolytes investigated, the distinct increments of tritium were measured by liquid scintillation spectroanalyzer. Simultaneously the excess heat was measured in the family open cell during electrolysis in these solutions of light or heavy water, which amounted to > 200% for the input power in potassium and cesium ion solutions. From these results we can conclude that the alkali intermetallic compounds formed as the intermediate of hydrogen evolution reaction cause many types of cold fusion with neutrons, protons, deuterium, tritium and alpha particles.","H2O, electrolysis, transmutation, Ni, heat, radioactivity, ICCF-5",3158_PonsSproceedinga.pdf,,338.0,345.0
